Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Host Creation,Firefox 58.0,,2018-02-27 14:37:37,2018-02-27 14:37:47,"10,491s",PASSED
,,,,,,
Test Cases/Basic Login,Firefox 58.0,,2018-02-27 14:37:37,2018-02-27 14:37:41,"3,937s",PASSED
openBrowser,Firefox 58.0,,2018-02-27 14:37:37,2018-02-27 14:37:40,"2,749s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-27 14:37:40,2018-02-27 14:37:40,"0,210s",PASSED
setText,Firefox 58.0,,2018-02-27 14:37:40,2018-02-27 14:37:40,"0,085s",PASSED
setText,Firefox 58.0,,2018-02-27 14:37:40,2018-02-27 14:37:40,"0,086s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:40,2018-02-27 14:37:41,"0,636s",PASSED
,,,,,,
Test Cases/Create Host,Firefox 58.0,,2018-02-27 14:37:41,2018-02-27 14:37:45,"3,779s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:41,2018-02-27 14:37:41,"0,242s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:41,2018-02-27 14:37:42,"0,360s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:42,2018-02-27 14:37:43,"0,800s",PASSED
setText,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,045s",PASSED
setText,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,055s",PASSED
setText,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,054s",PASSED
setText,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,046s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,396s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,037s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:43,"0,223s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:43,2018-02-27 14:37:44,"0,234s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:44,2018-02-27 14:37:44,"0,232s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:44,2018-02-27 14:37:45,"0,915s",PASSED
,,,,,,
Test Cases/Export Config,Firefox 58.0,,2018-02-27 14:37:45,2018-02-27 14:37:47,"2,519s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:45,2018-02-27 14:37:46,"0,704s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:46,2018-02-27 14:37:46,"0,225s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:46,2018-02-27 14:37:46,"0,315s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:46,2018-02-27 14:37:46,"0,217s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:46,2018-02-27 14:37:47,"0,216s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-27 14:37:47,2018-02-27 14:37:47,"0,276s",PASSED
click,Firefox 58.0,,2018-02-27 14:37:47,2018-02-27 14:37:47,"0,245s",PASSED
waitForPageLoad,Firefox 58.0,,2018-02-27 14:37:47,2018-02-27 14:37:47,"0,046s",PASSED
closeBrowser,Firefox 58.0,,2018-02-27 14:37:47,2018-02-27 14:37:47,"0,173s",PASSED
